證券代號,證券名稱,成交數量,成交筆數,成交金額,成交價,最後揭示買量,最後揭示賣量
064705,光寶科永豐38購01,0,0,0,0.81,0,0
064714,聯發科兆豐37購01,0,0,0,3.49,0,0
064716,美時統一39購03,0,0,0,0.94,0,0
064717,美時統一3A購03,0,0,0,0.95,0,0
064718,美時統一3B購01,0,0,0,0.78,0,0
064720,美時統一45購01,0,0,0,0.77,0,0
064721,鴻海統一38購04,0,0,0,3.43,0,0
064723,仲琦統一41購01,0,0,0,0.78,0,0
064724,聯發科統一3B購03,0,0,0,1.72,0,0
064725,緯創統一39購03,0,0,0,1.23,0,0
064729,美時元富38購01,0,0,0,3.43,0,0
06472T,台積電凱基38售18,0,0,0,0.39,0,0
064731,南亞科元富35購01,0,0,0,0.53,0,0
064734,聯發科元富44購01,0,0,0,5.35,0,0
064735,創意元富4B購01,0,0,0,1.29,2,0
064737,祥碩元富37購02,0,0,0,24.8,0,0
06473T,愛普凱基38售04,0,0,0,1.39,0,0
064746,美時元大36購03,0,0,0,1.15,0,0
064748,裕隆元大36購01,0,0,0,0.3,0,0
06474T,臺股指凱基42售01,0,0,0,0.48,0,0
064755,光罩元大35購01,0,0,0,0.11,0,0
064756,技嘉元大35購13,0,0,0,2.36,0,0
064759,聯發科元大35購08,0,0,0,2.08,0,0
064765,晶豪科元大36購01,0,0,0,0.71,0,0
064766,大立光元大35購11,0,0,0,0.79,0,0
064769,聯詠元大35購01,0,0,0,4.54,0,0
06477T,臺股指富邦39售08,0,0,0,0.5,0,0
064780,祥碩元大35購04,0,0,0,4.16,0,0
064781,祥碩元大35購05,0,0,0,3.74,0,0
064783,帆宣元大35購01,0,0,0,1.31,0,0
064787,力智元大35購02,0,0,0,0.43,0,0
064788,威鋒電元大35購01,0,0,0,0.29,0,0
06478T,台積電統一39售08,0,0,0,0.2,0,0
064790,至上元大35購02,0,0,0,5.35,0,0
064793,上証2X國票36購02,0,0,0,0.15,0,0
064795,華新國票35購01,0,0,0,1.36,0,0
064799,旺宏國票35購04,0,0,0,0.44,0,0
06479T,金像電統一3C售04,0,0,0,0.72,0,0
064800,旺宏國票36購01,0,0,0,0.46,0,0
064802,聯發科國票36購02,0,0,0,8.15,0,0
064804,富邦金國票35購01,0,0,0,2.56,0,0
064806,創意國票36購01,0,0,0,0.08,0,0
064809,元晶國票36購02,0,0,0,0.63,0,0
064810,穎崴國票36購01,0,0,0,1.81,0,0
064814,微星國泰37購01,0,0,0,0.88,0,0
064816,台泥富邦35購01,0,0,0,0.45,0,0
064817,聯發科富邦39購01,0,0,0,6.6,0,0
064818,聯發科富邦39購02,0,0,0,7.55,0,0
06481T,創意統一38售10,0,0,0,0.65,0,0
064823,緯創富邦36購01,0,0,0,1.67,0,0
064825,虹堡富邦3B購01,0,0,0,0.88,0,0
064827,世紀鋼富邦38購01,0,0,0,1.23,0,0
064829,美時群益35購01,0,0,0,3.99,0,0
06483T,元債2X元大38售07,0,0,0,0.98,0,0
064844,長榮群益38購01,0,0,0,5.2,0,0
064846,台新金群益39購01,0,0,0,0.77,0,0
064854,緯創群益35購08,0,0,0,0.52,0,0
064855,緯創群益37購03,0,0,0,3.05,0,0
064856,緯創群益39購01,0,0,0,1.34,0,0
064857,玉晶光群益36購03,0,0,0,0.95,0,0
06485T,技嘉元大38售26,0,0,0,2.9,0,0
064862,緯穎群益35購06,0,0,0,4.35,0,0
06486T,技嘉元大38售27,0,0,0,3.54,0,0
064875,光寶科凱基35購08,0,0,0,0.31,0,0
064876,聯電凱基39購02,0,0,0,2.89,0,0
064877,台達電凱基36購03,0,0,0,2.55,0,0
06487T,緯創元大38售11,0,0,0,1.78,0,0
064882,台積電凱基38購07,0,0,0,9.15,0,0
064885,聯發科凱基37購06,0,0,0,2.35,0,0
064886,聯發科凱基3B購01,0,0,0,3.73,0,0
064889,長榮航凱基36購07,0,0,0,1.68,0,0
06488T,緯創元大38售12,0,0,0,2.04,0,0
064890,晶豪科凱基36購01,0,0,0,0.6,0,0
064891,大立光凱基38購03,0,0,0,1.63,0,0
06489T,創意元大38售12,0,0,0,1.8,0,0
064904,啟碁凱基36購03,0,0,0,1.35,0,0
064906,緯穎凱基36購06,0,0,0,2.87,0,0
06490T,創意元大38售13,0,0,0,1.91,0,0
064910,威盛國泰37購01,0,0,0,1.25,0,0
064912,美時台新36購01,0,0,0,1.04,0,0
064917,漢翔台新36購01,0,0,0,0.9,0,0
064919,可成兆豐37購01,0,0,0,1.11,0,0
06491T,創意元大38售14,0,0,0,2.19,0,0
064923,台光電第一36購01,0,0,0,0.78,0,0
064925,威盛中信35購01,0,0,0,0.31,0,0
064926,威盛中信37購01,0,0,0,0.5,0,0
064927,威盛中信3B購01,0,0,0,0.78,0,0
064928,聯詠中信3B購01,0,0,0,3.41,0,0
06492T,愛普元大38售06,0,0,0,2.52,0,0
06493T,臺股指元大39售27,0,0,0,0.37,0,0
064943,美時元大36購04,0,0,0,1.36,0,0
064947,台積電元大35購11,0,0,0,18.8,0,0
06494T,臺股指元大39售28,0,0,0,0.32,0,60
064951,威盛元大35購02,0,0,0,0.52,0,0
064958,威盛元大36購01,0,0,0,0.68,0,0
06495T,滬深2X群益42售05,0,0,0,1.26,0,0
064962,威盛元大39購02,0,0,0,0.59,0,0
06496T,愛普群益39售04,0,0,0,1.91,0,0
064971,瑞儀元大35購01,0,0,0,2.65,0,0
06497T,中興電中信38售02,0,0,0,0.25,0,0
064983,威盛國票36購02,0,0,0,0.69,0,0
064984,威盛國票36購03,0,0,0,1.17,0,0
064985,凌陽國票36購01,0,0,0,0.27,0,0
06498T,台積電中信38售07,0,0,0,0.17,0,0
064990,緯創國票36購01,0,0,0,3.48,0,0
064993,大聯大國票36購01,0,0,0,4.4,0,0
064994,中磊國票36購01,0,0,0,0.7,0,0
064995,盛群國票36購01,0,0,0,0.04,0,0
064996,聯茂國票36購01,0,0,0,5.9,0,0
064997,台表科國票36購01,0,0,0,0.71,0,0
065000,威盛富邦37購01,0,0,0,0.77,0,0
065001,威盛富邦39購01,0,0,0,0.79,0,0
065002,威盛富邦3B購01,0,0,0,0.85,0,0
065006,元晶富邦36購01,0,0,0,0.35,0,0
065013,鴻準元富35購01,0,0,0,3.13,0,0
065017,威盛元富45購01,0,0,0,1.58,0,0
065018,晟銘電元富35購01,0,0,0,6,0,0
06501T,緯創中信38售04,0,0,0,1.2,0,0
065020,晟銘電元富38購01,0,0,0,4.86,0,0
065021,中石化凱基36購01,0,0,0,0.12,0,0
065029,美時凱基37購04,0,0,0,3.08,0,0
06502T,臺股指永豐3B售03,0,0,0,0.21,0,0
065035,華邦電凱基36購02,0,0,0,0.77,0,0
065039,威盛凱基35購04,0,0,0,0.17,0,0
065041,威盛凱基36購02,0,0,0,0.63,0,0
065042,威盛凱基37購02,0,0,0,1.09,0,0
065043,威盛凱基37購03,0,0,0,0.93,0,0
065044,威盛凱基39購01,0,0,0,1.19,0,0
065045,威盛凱基3A購01,0,0,0,1.19,0,0
065046,威盛凱基3B購01,0,0,0,2.07,0,0
065047,威盛凱基3B購02,0,0,0,1.61,0,0
065048,友達凱基3A購01,0,0,0,0.96,0,0
065050,大立光凱基35購08,0,0,0,1.65,0,0
065055,瀚宇博凱基37購01,0,0,0,0.76,0,0
06505T,台積電凱基38售22,0,0,0,0.31,0,0
065060,台泥永豐36購01,0,0,0,0.68,0,0
065061,華城永豐38購01,0,0,0,31,0,0
065064,華城永豐3B購01,0,0,0,16.4,0,0
065065,台達電永豐36購01,0,0,0,1.87,0,0
065069,威盛永豐37購02,0,0,0,0.43,0,0
06506T,技嘉凱基38售16,0,0,0,1.16,0,0
065070,威盛永豐38購01,0,0,0,0.8,0,0
065071,威盛永豐3B購01,0,0,0,1.09,0,0
065077,華城統一3B購01,0,0,0,4.57,0,0
06507T,緯創凱基39售14,0,0,0,1.68,0,0
065080,華城統一3B購04,0,0,0,4.41,0,0
065084,華城統一45購01,0,0,0,3.03,0,0
065085,華城統一45購02,0,0,0,4.15,0,0
065087,鴻海統一45購01,0,0,0,1.9,0,0
06508T,創意凱基38售12,0,0,0,1.05,0,0
065093,威盛統一3B購02,0,0,0,0.5,0,0
065094,威盛統一3B購03,0,0,0,1.04,0,0
065097,威盛統一3B購06,0,0,0,0.4,0,0
065098,威盛統一41購01,0,0,0,0.81,0,0
065099,威盛統一43購01,0,0,0,0.53,0,0
06509T,勤誠凱基38售06,0,0,0,1.08,0,0
065101,威盛統一43購03,0,0,0,0.64,0,0
065102,威盛統一45購01,0,0,0,0.55,0,0
065105,聯發科統一45購01,0,0,0,1.12,0,0
065106,大立光統一38購01,0,0,0,0.69,0,0
06510T,技嘉統一39售05,0,0,0,0.72,0,0
065116,光寶科群益35購03,0,0,0,0.17,0,0
06511T,緯創統一39售06,0,0,0,0.54,0,0
065129,威盛群益36購01,0,0,0,1.34,0,0
065130,威盛群益37購01,0,0,0,0.57,0,0
065131,威盛群益37購02,0,0,0,1.3,0,0
065132,威盛群益39購01,0,0,0,0.87,0,0
065136,聯發科群益3A購07,0,0,0,3.11,0,0
065138,中工群益39購01,0,0,0,2.01,0,0
065139,長榮群益37購03,0,0,0,5.05,0,0
06513T,聯詠群益3A售03,0,0,0,0.82,0,0
065141,長榮航群益3A購01,0,0,0,1.25,0,0
065143,晶豪科群益36購03,0,0,0,1.36,0,0
065144,大立光群益3B購01,0,0,0,1.07,0,0
065149,群創群益39購01,0,0,0,1.37,0,0
06514T,欣興群益3A售02,0,0,0,0.88,0,0
065150,嘉澤群益35購02,0,0,0,26.6,0,0
065151,碩天群益37購02,0,0,0,1.6,0,0
065153,日月光群益38購01,0,0,0,2.28,0,0
065154,台耀群益39購02,0,0,0,1.14,0,0
065156,矽力群益37購01,0,0,0,1.67,0,0
06515T,定穎控群益3A售02,0,0,0,1.83,0,0
065161,天鈺國泰37購01,0,0,0,0.42,0,0
065170,華孚元富36購01,0,0,0,0.13,0,0
065171,華新科中信38購01,0,0,0,0.6,0,0
065173,川湖永豐39購02,0,0,0,9.2,0,0
06517T,美費半元大38售03,0,0,0,0.78,0,0
065180,中興電統一39購01,0,0,0,4.2,0,0
065183,鴻海統一45購02,0,0,0,2.23,0,0
065185,威盛統一39購05,0,0,0,0.61,0,0
065186,友達統一39購02,0,0,0,0.92,0,0
065187,雄獅統一3B購01,0,0,0,0.46,0,0
065188,聯陽統一3B購01,0,0,0,0.51,0,0
06518T,美費半元大39售02,0,0,0,0.65,0,0
065190,中鋼台新35購01,0,0,0,0.52,0,0
065201,聯電凱基3A購02,0,0,0,2.7,0,0
06520T,緯創元大38售14,0,0,0,1.75,0,0
065216,長榮航凱基37購01,0,0,0,2.36,0,0
065217,大立光凱基39購03,0,0,0,3.09,0,0
065218,聯詠凱基36購02,0,0,0,3.57,0,0
06521T,愛普元大38售07,0,0,0,2.46,0,0
065221,緯創凱基35購10,0,0,0,1.78,0,0
065226,矽力凱基36購02,0,0,0,0.61,0,0
06522T,臺股指法興38售05,0,0,0,0.47,0,0
065230,龍德船凱基35購02,0,0,0,6.5,0,0
065232,東哥凱基35購01,0,0,0,0.97,0,0
065235,東元國票36購01,0,0,0,1.99,0,0
06523T,臺股指法興38售06,0,0,0,0.63,0,0
065240,義隆國票37購01,0,0,0,0.74,0,0
065248,美時元大36購05,0,0,0,1.34,0,0
06524T,臺股指法興38售07,0,0,0,0.69,0,0
065252,裕隆元大36購02,0,0,0,0.72,0,0
065253,聯電元大36購01,0,0,0,1.16,0,0
065254,聯電元大39購01,0,0,0,1.37,0,0
06525T,臺股指法興38售08,0,0,0,0.59,0,0
065267,聯詠元大35購02,0,0,0,0.67,0,0
06526T,臺股指法興38售09,0,0,0,0.69,0,0
065278,天鈺元大36購01,0,0,0,0.58,0,0
06527T,臺股指法興38售10,0,0,0,0.72,0,0
065284,威盛兆豐3B購01,0,0,0,0.85,0,0
065286,華夏富邦37購01,0,0,0,0.14,0,0
065287,台達電富邦35購01,0,0,0,1.45,0,0
065288,台達電富邦37購01,0,0,0,1.53,0,0
065291,敬鵬富邦39購01,0,0,0,2.35,0,0
065294,聯詠富邦37購01,0,0,0,3.22,0,0
065295,大聯大富邦35購01,0,0,0,1.35,0,0
065303,美時群益36購01,0,0,0,2.37,0,0
065310,華邦電群益35購01,0,0,0,1.19,0,0
065318,威盛群益3C購02,0,0,0,1.07,0,0
065319,威盛群益3C購03,0,0,0,1.69,0,0
065323,華新科群益37購02,0,0,0,0.3,0,0
065324,漢翔群益35購01,0,0,0,1.03,0,0
065326,大立光群益36購02,0,0,0,0.53,0,0
065328,緯創群益35購09,0,0,0,1.55,0,0
06532T,采鈺國票38售03,0,0,0,1.48,0,0
065333,大聯大群益37購01,0,0,0,1.04,0,0
065336,穎崴群益35購01,0,0,0,3.31,0,0
065339,華新科中信39購01,0,0,0,0.3,0,0
06533T,電子類國票38售12,0,0,0,0.34,0,0
065340,大聯大中信37購01,0,0,0,0.7,0,0
065346,英業達永豐38購01,0,0,0,6.2,0,0
065347,長榮航永豐36購02,0,0,0,1.31,0,0
06534T,電子類國票38售13,0,0,0,0.42,0,0
065350,神達永豐37購01,0,0,0,2.35,0,0
065351,威盛康和36購01,0,0,0,0.28,0,0
065354,材料台新35購02,0,0,0,0.06,0,0
065355,精成科國泰37購01,0,0,0,1.51,0,0
065356,美時兆豐39購01,0,0,0,1.56,0,0
065357,光寶科兆豐3B購01,0,0,0,0.72,0,0
06535T,金融類國票38售05,0,0,0,0.72,0,0
065363,華新科兆豐39購01,0,0,0,0.42,0,0
065364,長榮航兆豐39購01,0,0,0,0.62,0,0
065368,川湖統一3B購02,0,0,0,2.34,0,0
065369,川湖統一3B購03,0,0,0,3.32,0,0
06536T,亞力中信38售01,0,0,0,0.29,0,0
065374,英業達統一3B購01,0,0,0,1.4,0,0
065375,英業達統一41購01,0,0,0,1.56,0,0
065376,英業達統一43購01,0,0,0,1.33,0,0
065378,聯發科統一45購02,0,0,0,0.95,0,0
065379,華新科統一41購01,0,0,0,0.37,0,0
06537T,上銀中信38售02,0,0,0,1.06,0,0
065380,華新科統一41購02,0,0,0,0.28,0,0
065381,長榮航統一39購02,0,0,0,0.66,0,0
065382,長榮航統一39購03,0,0,0,0.69,0,0
065383,漢翔統一37購01,0,0,0,0.65,0,0
065386,神達統一3B購01,0,0,0,1.2,0,0
065387,神達統一41購01,0,0,0,1.24,0,0
065388,神達統一43購01,0,0,0,0.92,0,0
06538T,聯詠中信38售03,0,0,0,0.91,0,0
065392,愛普統一41購01,0,0,0,0.34,0,0
065393,聯詠第一36購01,0,0,0,1.47,0,0
06539T,亞翔中信38售02,0,0,0,0.11,0,0
065407,金像電凱基36購03,0,0,0,1.57,0,0
06540T,川湖永豐3A售04,0,0,0,0.75,0,0
065410,威盛凱基38購02,0,0,0,0.71,0,0
065412,聯發科凱基35購14,0,0,0,3.62,0,0
065416,長榮航凱基38購01,0,0,0,1.42,0,0
065417,大立光凱基36購01,0,0,0,1.75,0,0
065418,健鼎凱基36購02,0,0,0,1.14,0,0
065425,神達凱基36購02,0,0,0,1.16,0,0
065427,材料凱基35購10,0,0,0,0.54,0,0
06542T,文曄第一3A售01,0,0,0,0.95,0,0
065436,臺股指凱基35購57,0,0,0,0.63,0,0
065439,台光電元富35購01,0,0,0,4.28,0,0
06543T,美費半凱基39售03,0,0,0,0.61,0,0
065441,華新科元富36購02,0,0,0,0.14,0,0
065443,長榮航元富35購01,0,0,0,2.83,0,0
065444,王品元富35購01,0,0,0,0.06,0,0
06544T,中砂凱基39售03,0,0,0,0.73,0,0
065452,A50正2國票36購01,0,0,0,0.29,0,0
065457,英業達國票36購01,0,0,0,4.15,0,0
065458,金像電國票36購01,0,0,0,2.31,0,0
065461,華新科國票36購01,0,0,0,0.1,0,0
065462,聯鈞國票36購01,0,0,0,1.19,0,0
065464,嘉澤國票36購01,0,0,0,21.5,0,0
065466,同欣電國票36購01,0,0,0,0.99,0,0
065469,中石化群益35購01,0,0,0,0.4,0,0
06546T,技嘉凱基38售17,0,0,0,1.38,0,0
065470,東陽群益35購04,0,0,0,14.9,0,0
065483,英業達群益3B購01,0,0,0,2.09,0,0
06548T,欣興凱基3A售03,0,0,0,0.78,0,0
065492,聯發科群益3B購01,0,0,0,5.55,0,0
065495,大立光群益3B購02,0,0,0,0.98,0,0
065496,晟銘電群益35購03,0,0,0,7.15,0,0
065498,聯詠群益35購04,0,0,0,3.81,0,0
06549T,上銀統一3C售04,0,0,0,0.57,0,0
065500,緯創群益35購11,0,0,0,0.56,0,0
065505,材料群益35購02,0,0,0,0.2,0,0
065509,啟碁群益39購04,0,0,0,2.37,0,0
06550T,瑞昱統一3B售02,0,0,0,0.55,0,0
065515,英業達富邦35購03,0,0,0,1.9,0,0
065516,英業達富邦37購01,0,0,0,1.81,0,0
065518,緯創富邦39購01,0,0,0,1.45,0,0
065525,美時元大36購06,0,0,0,2.53,0,0
065529,台積電元大35購17,0,0,0,7.5,0,0
065536,聯發科元大35購17,0,0,0,2.51,0,0
06553T,台灣50國票39售01,0,0,0,0.66,0,0
065541,國泰金元大35購01,0,0,0,0.71,0,0
065544,緯創元大39購01,0,0,0,2.47,1,0
065545,緯創元大3A購01,0,0,0,3.43,0,0
065548,創意元大3A購01,0,0,0,0.26,0,0
065552,神達元大35購03,0,0,0,2.83,0,0
065555,材料元大36購02,0,0,0,0.54,0,0
065556,材料元大39購02,0,0,0,0.76,0,0
065557,材料元大3A購01,0,0,0,0.38,0,0
065558,豐藝元大35購02,0,0,0,7.65,0,0
06555T,技嘉國票38售04,0,0,0,2.14,0,0
065560,矽力元大35購02,0,0,0,0.48,0,0
065561,矽力元大35購03,0,0,0,0.73,0,0
065566,華新科中信38購02,0,0,0,1.49,0,0
065567,材料中信3B購01,0,0,0,1.72,0,0
065568,台塑永豐37購01,0,0,0,0.51,0,0
06556T,技嘉國票3A售01,0,0,0,1.98,0,0
065573,宏達電永豐36購01,0,0,0,0.71,0,0
065579,聚陽兆豐37購01,0,0,0,0.39,0,0
065584,華新科國泰37購01,0,0,0,0.52,0,0
065585,矽創國泰37購01,0,0,0,0.7,0,0
06558T,聯詠國票38售03,0,0,0,1.6,0,0
065597,英業達凱基3B購01,0,0,0,3.09,0,0
06559T,聯詠國票39售03,0,0,0,1.44,0,0
065606,威盛凱基43購01,0,0,0,1,0,0
065608,威盛凱基43購03,0,0,0,0.56,0,0
065615,欣興凱基36購02,0,0,0,2.91,0,0
065619,緯創凱基43購01,0,0,0,1.29,0,0
065620,緯創凱基43購02,0,0,0,1.45,0,0
065626,群電凱基37購01,0,0,0,2.96,0,0
065629,研揚凱基36購01,0,0,0,1.03,0,0
065633,鴻海國票36購04,0,0,0,30.8,0,0
065636,兆赫國票36購01,0,0,0,0.36,0,0
065637,中信金國票37購01,0,0,0,1.45,0,0
06563T,台達電元大38售05,0,0,0,0.69,0,0
065641,南茂國票36購01,0,0,0,1.45,0,0
065642,東哥國票36購01,0,0,0,1.39,0,0
065644,上証2X元大37購01,0,0,0,0.45,0,0
065645,滬深2X元大37購01,0,0,0,0.28,0,0
065646,滬深2X元大37購02,0,0,0,0.53,0,0
065648,中砂元大39購01,0,0,0,2.66,0,0
065649,喬山元大35購01,0,0,0,1.33,3,0
06564T,聯詠元大38售05,0,0,0,1.74,0,0
065657,鉅祥元大35購02,0,0,0,5,0,0
065659,雄獅元大35購01,0,0,0,0.1,0,0
06565T,亞翔元大38售04,0,0,0,0.16,0,0
065660,晶豪科元大39購01,0,0,0,0.57,0,0
065663,緯創元大39購02,0,0,0,2.36,0,0
065665,合勤控元大36購01,0,0,0,0.06,0,0
065670,啟碁元大36購03,0,0,0,1.13,0,0
065672,迅得元大35購01,0,0,0,1.27,0,0
065675,富鼎元大37購01,0,0,0,0.36,0,0
065676,東哥元大36購01,0,0,0,1.11,0,0
06567T,豐藝元大38售08,0,0,0,1.37,0,0
065680,威盛富邦39購02,0,0,0,0.36,0,0
065682,威盛富邦39購04,0,0,0,0.27,0,0
065683,義隆富邦35購01,0,0,0,1.12,0,0
065689,中砂群益39購01,0,0,0,2.8,0,0
06568T,勤誠元大38售03,0,0,0,1.72,0,0
06569T,臺股指元大3A售25,0,0,0,0.54,0,0
065702,漢翔群益35購03,0,0,0,1.4,0,0
065705,緯創群益35購14,0,0,0,1.81,0,0
065706,群創群益3B購01,0,0,0,1.6,0,0
06570T,臺股指元大3A售26,0,0,0,0.45,0,0
065712,亞翔群益37購01,0,0,0,11.7,0,0
06571T,臺股指元大3A售27,0,0,0,0.49,0,0
065720,聯詠元富35購01,0,0,0,3.9,0,0
065721,聯詠元富38購01,0,0,0,3.57,0,0
065722,敦泰元富37購01,0,0,0,0.78,0,0
065724,天鈺元富35購01,0,0,0,0.29,0,0
06572T,台灣50元富38售03,0,0,0,0.55,0,0
065733,聯發科台新36購01,0,0,0,3.79,0,0
065734,材料台新36購01,0,0,0,2.21,0,0
065736,光寶科統一39購04,0,0,0,0.36,0,0
065737,台達電統一39購02,0,0,0,0.69,0,0
06573T,上銀元富38售02,0,0,0,1.79,0,0
065743,華新科統一39購03,0,0,0,0.3,0,0
065748,精成科統一39購01,0,0,0,0.62,0,0
065750,矽力統一39購03,0,0,0,0.62,0,0
065751,愛普統一39購03,0,0,0,0.47,0,0
065752,研揚統一3B購01,0,0,0,0.64,0,0
065753,研揚統一41購01,0,0,0,0.84,0,0
065754,研揚統一41購02,0,0,0,0.73,0,0
065755,緯穎統一37購08,0,0,0,3.76,0,0
06575T,華泰元富38售04,0,0,0,1.36,0,0
065761,聯發科兆豐37購02,0,0,0,2.7,0,0
065764,力積電兆豐3B購01,0,0,0,0.12,0,0
065765,聯發科國泰37購04,0,0,0,4.95,0,0
065769,華邦電富邦35購01,0,0,0,0.28,0,0
065770,鴻準富邦37購01,0,0,0,1.09,0,0
065772,全新富邦37購01,0,0,0,0.45,0,0
065774,文曄富邦38購01,0,0,0,0.5,0,0
065775,華孚富邦39購01,0,0,0,0.32,0,0
065777,精英統一3B購01,0,0,0,0.74,0,0
065778,華碩統一3B購01,0,0,0,0.84,0,0
065781,威盛統一3A購01,0,0,0,0.44,0,0
065784,全新統一3B購01,0,0,0,0.67,0,0
065785,漢翔統一3A購02,0,0,0,0.73,0,0
065786,漢翔統一3B購01,0,0,0,0.85,0,0
065788,緯穎統一3A購01,0,0,0,1.21,0,0
06578T,技嘉元富38售05,0,0,0,2.25,0,0
065791,台達電中信35購01,0,0,0,0.97,0,0
065794,全新中信37購01,0,0,0,1.28,0,0
065798,新光金中信3B購01,0,0,0,0.65,0,0
06579T,台光電元富38售03,0,0,0,2.22,0,0
065803,全新永豐38購01,0,0,0,0.93,0,0
065805,文曄永豐37購01,0,0,0,0.22,0,0
065806,正文永豐38購01,0,0,0,0.52,0,0
065808,群電永豐38購01,0,0,0,1.05,0,0
065809,緯穎永豐36購05,0,0,0,1.28,0,0
065810,緯穎永豐36購06,0,0,0,2,0,0
065811,緯穎永豐37購05,0,0,0,1.62,0,0
065813,元債2X元大35購03,0,0,0,0.39,0,0
065814,元債2X元大37購04,0,0,0,0.54,0,0
065817,中鋼元大35購01,0,0,0,0.66,0,0
06581T,緯創元富38售07,0,0,0,1.33,0,0
065821,華通元大36購03,0,0,0,5.15,0,0
065822,楠梓電元大35購01,0,0,0,1.68,0,0
065826,致茂元大35購02,0,0,0,0.71,0,0
06582T,南寶元富38售03,0,0,0,1.7,0,0
06583T,亞翔元富38售02,0,0,0,0.13,0,0
065850,臺股指元大36購49,0,0,0,12.9,0,0
065851,臺股指元大36購50,0,0,0,13.1,0,0
065859,T50反1群益39購02,0,0,0,0.06,0,0
065866,聯電群益35購06,0,0,0,0.34,0,0
065872,英業達群益38購01,0,0,0,1.62,0,0
065873,技嘉群益35購09,0,0,0,6.75,0,0
065880,威盛群益43購02,0,0,0,0.85,0,0
065881,友達群益3A購01,0,0,0,1.03,0,0
065883,義隆群益35購03,0,0,0,1.1,0,0
065886,台驊控群益35購02,0,0,0,2.86,0,0
065891,聯詠群益37購01,0,0,0,1.17,0,0
065894,緯創群益35購17,0,0,0,2.03,0,0
065902,緯穎群益35購11,0,0,0,1.62,0,0
065903,楠梓電元富35購01,0,0,0,1.5,0,0
065906,欣興元富37購01,0,0,0,2.74,0,0
065907,台達電台新35購01,0,0,0,2.84,0,0
065909,上証2X凱基38購03,0,0,0,0.21,0,0
06590T,臺股指群益38售23,0,0,0,0.4,0,0
065910,滬深2X凱基38購01,0,0,0,0.59,0,0
065913,華新凱基35購01,0,0,0,0.97,0,0
065914,美時凱基36購04,0,0,0,2.49,0,0
065915,光寶科凱基39購02,0,0,0,0.52,0,0
065916,聯電凱基35購08,0,0,0,0.88,0,0
065917,聯電凱基39購03,0,0,0,0.49,0,0
065918,華通凱基35購04,0,0,0,6.5,0,0
06591T,臺股指群益38售24,0,0,0,0.45,5,0
065923,技嘉凱基37購05,0,0,0,5.8,0,0
065924,台光電凱基36購03,0,0,0,1.77,0,0
065927,友達凱基35購03,0,0,0,0.81,0,0
06592T,電子類群益38售02,0,0,0,0.16,0,0
065930,漢翔凱基36購01,0,0,0,1.1,0,0
065932,聯詠凱基39購01,0,0,0,2.11,0,0
065934,群創凱基39購01,0,0,0,1.8,0,0
065936,致伸凱基35購04,0,0,0,1.9,0,0
06593T,聯鈞國票39售03,0,0,0,0.92,0,0
065941,力積電凱基39購01,0,0,0,0.2,0,0
065942,東哥凱基35購02,0,0,0,1,0,0
065950,聯詠法興35購01,0,0,0,0.76,0,0
065954,台達電第一39購01,0,0,0,0.91,0,0
06595T,臺股指富邦3B售04,0,0,0,0.68,0,0
065963,勤誠元富37購02,0,0,0,2.7,0,0
065968,T50正2國票39購01,0,0,0,13.4,0,0
065970,全新國票35購01,0,0,0,0.19,0,0
065971,全新國票36購01,0,0,0,0.72,0,0
065972,飛宏國票37購02,0,0,0,0.57,0,0
065974,台驊控國票36購01,0,0,0,3.04,0,0
065976,勤誠國票36購01,0,0,0,0.67,0,0
065977,勤誠國票37購01,0,0,0,1.03,0,0
065980,金像電國泰37購02,0,0,0,1.56,0,0
065985,長榮航富邦39購01,0,0,0,1.16,0,0
065986,台驊控富邦35購01,0,0,0,2.03,0,0
065988,台耀富邦37購01,0,0,0,1.12,0,0
065989,矽力富邦35購01,0,0,0,0.39,0,0
065990,穎崴富邦37購01,0,0,0,0.68,0,0
065992,勤誠富邦37購01,0,0,0,0.81,0,0
065993,勤誠富邦39購01,0,0,0,1.1,0,0
065995,中砂統一3B購02,0,0,0,1.62,0,0
065999,全新統一39購01,0,0,0,0.54,0,0
066001,文曄統一36購02,0,0,0,0.31,0,0
066002,文曄統一39購04,0,0,0,0.4,0,0
066006,群電統一39購01,0,0,0,0.94,0,0
066008,群電統一41購01,0,0,0,0.94,0,0
06600T,奇鋐永豐3A售04,0,0,0,1.13,0,0
066010,勤誠統一38購01,0,0,0,0.72,0,0
066011,勤誠統一39購01,0,0,0,0.77,0,0
066012,勤誠統一3A購01,0,0,0,0.77,0,0
066013,勤誠統一3B購01,0,0,0,0.63,0,0
066014,勤誠統一3B購02,0,0,0,0.58,0,0
066015,勤誠統一3B購03,0,0,0,0.56,0,0
066016,勤誠統一41購01,0,0,0,1.12,0,0
066017,勤誠統一43購01,0,0,0,0.89,0,0
066019,勤誠統一45購02,0,0,0,0.79,0,0
066021,聯詠中信39購01,0,0,0,0.47,0,0
